"","Kingdom","Phylum","Class","Order","Family","Genus","Species","COMMENT.on.genus","primary_lifestyle","Secondary_lifestyle","Comment_on_lifestyle_template","Endophytic_interaction_capability_template","Plant_pathogenic_capacity_template","Decay_substrate_template","Decay_type_template","Aquatic_habitat_template","Animal_biotrophic_capacity_template","Specific_hosts","Growth_form_template","Fruitbody_type_template","Hymenium_type_template","Ectomycorrhiza_exploration_type_template","Ectomycorrhiza_lineage_template","primary_photobiont","secondary_photobiont","Decay_type","Fruitbody_type","OTU_ID"
"OTU657","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid","OTU657"
"OTU660","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU660"
"OTU661","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU661"
"OTU662","Fungi","Ascomycota","Leotiomycetes","Phacidiales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU662"
"OTU664","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Embarria","Embarria clematidis","","litter_saprotroph","wood_saprotroph","","no_endophytic_capacity","","wood,leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU664"
"OTU665","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU665"
"OTU666","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid","OTU666"
"OTU667","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU667"
"OTU668","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU668"
"OTU669","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","","","soil_saprotroph","root_endophyte_dark_septate","mycoparasite_some_species,animal_pathogen_some_species","root_endophyte_dark_septate","","soil","","non-aquatic","animal_parasite/opportunistic_human_parasite","","dimorphic_yeast","","","","","","","","","OTU669"
"OTU670","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormiella","","","litter_saprotroph","","","","","leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","","","","","","","","","OTU670"
"OTU671","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU671"
"OTU673","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces vermiculatus","","mycoparasite","","litter_saprotroph_some_species","","","fungal_material","","partly_aquatic","","","yeast","none","none","","","","","","none","OTU673"
"OTU675","Fungi","Ascomycota","Dothideomycetes","Dothideales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU675"
"OTU676","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Cheilymenia","Cheilymenia stercorea","","litter_saprotroph","dung_saprotroph","","","","leaf/fruit/seed,dung,burnt_material","","non-aquatic","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","","","","apothecium_(hymenium_on_surface)","OTU676"
"OTU677","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Juncaceicola","Juncaceicola dactylidis","","litter_saprotroph","wood_saprotroph","","no_endophytic_capacity","","wood,leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU677"
"OTU678","Fungi","Ascomycota","Sordariomycetes","Xylariales","Lopadostomataceae","Lopadostoma","Lopadostoma quercicola","","wood_saprotroph","foliar_endophyte","","foliar_endophyte","","wood,leaf/fruit/seed","","non-aquatic","","angiosperms","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU678"
"OTU679","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Torulaceae","Torula","Torula mackenziei","","foliar_endophyte","wood_saprotroph","","foliar_endophyte","","wood,leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","","","","","","","","","OTU679"
"OTU680","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Tetramelas","Tetramelas pulverulentus","","lichenized","","lichen_parasite_some_species","","","","","non-aquatic","","","thallus_photosynthetic","apothecium_(hymenium_on_surface)","smooth","","","chlorococcoid","","","apothecium_(hymenium_on_surface)","OTU680"
"OTU681","Fungi","Basidiomycota","Agaricomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU681"
"OTU683","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","","","unspecified_saprotroph","","extremophile","","","","","partly_aquatic","","","yeast","none","none","","","","","","none","OTU683"
"OTU684","Fungi","Ascomycota","Sordariomycetes","Pleurotheciales","Pleurotheciaceae","Pleurotheciella","","","wood_saprotroph","","","","","wood","","partly_freshwater_(partly_non-aquatic)","","","filamentous_mycelium","none","none","","","","","","none","OTU684"
"OTU686","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","Coprinopsis cinerea","","soil_saprotroph","","","","","soil","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","","agaricoid","OTU686"
"OTU687","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU687"
"OTU688","Fungi","Ascomycota","Eurotiomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU688"
"OTU689","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Endoconidioma","Endoconidioma populi","","wood_saprotroph","","","no_endophytic_capacity","","wood","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU689"
"OTU693","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU693"
"OTU694","Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales","Phaeococcomycetaceae","Phaeococcomyces","Phaeococcomyces eucalypti","","unspecified_saprotroph","","","","","","","non-aquatic","","","dimorphic_yeast","","","","","","","","","OTU694"
"OTU696","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora","","","wood_saprotroph","plant_pathogen","","","wood_pathogen","wood","white_rot","partly_aquatic","","","filamentous_mycelium","corticioid","smooth","","","","","white_rot","corticioid","OTU696"
"OTU697","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU697"
"OTU698","Fungi","Ascomycota","Leotiomycetes","Helotiales","Rutstroemiaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU698"
"OTU700","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Collariella","Collariella hilkhuijsenii","","soil_saprotroph","","","","","soil","","non-aquatic","","","filamentous_mycelium","none","none","","","","","","none","OTU700"
"OTU701","Fungi","Ascomycota","Sordariomycetes","Xylariales","Amphisphaeriaceae","Polyscytalum","","","plant_pathogen","","","","leaf/fruit/seed_pathogen","","","","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU701"
"OTU704","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","","","litter_saprotroph","plant_pathogen","hypervariable","foliar_endophyte","leaf/fruit/seed_pathogen","wood,leaf/fruit/seed,soil,dung,animal_material","","partly_aquatic","animal_parasite","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU704"
"OTU705","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU705"
"OTU709","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paracamarosporium","Paracamarosporium leucadendri","","wood_saprotroph","","","no_endophytic_capacity","","wood","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU709"
"OTU710","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Dothiorella","Dothiorella sarmentorum","","plant_pathogen","litter_saprotroph","","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","","","","","","","","","OTU710"
"OTU711","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU711"
"OTU712","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pseudombrophilaceae","Pseudombrophila","","","litter_saprotroph","dung_saprotroph","","","","leaf/fruit/seed,dung,burnt_material","","non-aquatic","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","","","","apothecium_(hymenium_on_surface)","OTU712"
"OTU715","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae","Neodevriesia","Neodevriesia knoxdaviesii","","plant_pathogen","litter_saprotroph","","","leaf/fruit/seed_pathogen","leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU715"
"OTU717","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU717"
"OTU719","Fungi","Mortierellomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU719"
"OTU720","Fungi","Basidiomycota","Tremellomycetes","Tremellales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU720"
"OTU721","Fungi","Ascomycota","Dothideomycetes","","","Catenulomyces","Catenulomyces convolutus","","soil_saprotroph","rock-inhabiting","","","","soil","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU721"
"OTU722","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Heydenia","","","litter_saprotroph","","","","","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","cleistothecium_(closed,_spherical)","closed","","","","","","cleistothecium_(closed,_spherical)","OTU722"
"OTU724","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Arxotrichum","Arxotrichum succineum","","soil_saprotroph","","","","","soil","","non-aquatic","","","filamentous_mycelium","none","none","","","","","","none","OTU724"
"OTU725","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU725"
"OTU726","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","","","unspecified_saprotroph","foliar_endophyte","toxin-producing,animal_parasite_some_species,mycoparasite_some_species","foliar_endophyte","","soil","mold","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","","","","","","","mold","","OTU726"
"OTU727","Fungi","Ascomycota","Sordariomycetes","Sordariales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU727"
"OTU728","Fungi","Ascomycota","Leotiomycetes","Helotiales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU728"
"OTU729","Fungi","Ascomycota","Dothideomycetes","Capnodiales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU729"
"OTU730","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Chaetosphaeronema","","","plant_pathogen","litter_saprotroph","","no_endophytic_capacity","leaf/fruit/seed_pathogen","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","","","","","","","","","OTU730"
"OTU731","Fungi","Ascomycota","Sordariomycetes","Xylariales","Amphisphaeriaceae","Sarcostroma","Sarcostroma grevilleae","","wood_saprotroph","litter_saprotroph","","","","wood,leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU731"
"OTU734","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU734"
"OTU735","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU735"
"OTU737","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella rogueiana","","wood_saprotroph","litter_saprotroph","","","","wood,leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","","agaricoid","OTU737"
"OTU738","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU738"
"OTU740","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU740"
"OTU741","Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Protomycetaceae","Protomyces","Protomyces inouyei","","plant_pathogen","","","","leaf/fruit/seed_pathogen","","","non-aquatic","","","dimorphic_yeast","","","","","","","","","OTU741"
"OTU743","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU743"
"OTU746","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon","","","litter_saprotroph","","","","","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","gasteroid","closed","","","","","","gasteroid","OTU746"
"OTU747","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU747"
"OTU748","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Fonsecazyma","Fonsecazyma tronadorensis","","unspecified_saprotroph","","","","","","","non-aquatic","","","yeast","","","","","","","","","OTU748"
"OTU750","Fungi","Basidiomycota","Agaricomycetes","Boletales","Tapinellaceae","Tapinella","Tapinella atrotomentosa","","wood_saprotroph","","","","","wood","brown_rot","non-aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","brown_rot","agaricoid","OTU750"
"OTU751","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU751"
"OTU753","Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae","Davisomycella","Davisomycella medusa","","plant_pathogen","foliar_endophyte","","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","","","","apothecium_(hymenium_on_surface)","OTU753"
"OTU755","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU755"
"OTU756","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU756"
"OTU759","Fungi","Ascomycota","Eurotiomycetes","Phaeomoniellales","Phaeomoniellaceae","Phaeomoniella","","","plant_pathogen","","","","leaf/fruit/seed_pathogen","","","non-aquatic","","","dimorphic_yeast","","","","","","","","","OTU759"
"OTU760","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU760"
"OTU761","Fungi","Ascomycota","Leotiomycetes","Helotiales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU761"
"OTU763","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","","","litter_saprotroph","foliar_endophyte","hypervariable","foliar_endophyte","","wood,leaf/fruit/seed,soil,dung","soft_rot","partly_aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","soft_rot","perithecium_(hymenium_hidden,_narrow_opening)","OTU763"
"OTU767","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid","OTU767"
"OTU768","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU768"
"OTU769","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU769"
"OTU770","Fungi","Ascomycota","Dothideomycetes","Myriangiales","Elsinoaceae","Elsinoe","","","plant_pathogen","litter_saprotroph","","","leaf/fruit/seed_pathogen","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","","","","","","","","","OTU770"
"OTU771","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU771"
"OTU772","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU772"
"OTU773","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU773"
"OTU774","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","","","dung_saprotroph","","","","","dung","","partly_aquatic","","","filamentous_mycelium","cleistothecium_(closed,_spherical)","closed","","","","","","cleistothecium_(closed,_spherical)","OTU774"
"OTU775","Fungi","Basidiomycota","Agaricomycetes","Corticiales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU775"
"OTU777","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU777"
"OTU778","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Coniochaeta ligniaria","","unspecified_saprotroph","foliar_endophyte","hypervariable","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed,soil,dung,animal_material","","non-aquatic","animal_parasite","","filamentous_mycelium","cleistothecium_(closed,_spherical)","closed","","","","","","cleistothecium_(closed,_spherical)","OTU778"
"OTU781","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","Rhizopogon arctostaphyli","","ectomycorrhizal","","","","","","","non-aquatic","","Pinaceae","filamentous_mycelium","gasteroid","closed","long-distance","/suillus-rhizopogon","","","","gasteroid","OTU781"
"OTU783","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU783"
"OTU785","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Coniochaeta rosae","","unspecified_saprotroph","foliar_endophyte","hypervariable","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed,soil,dung,animal_material","","non-aquatic","animal_parasite","","filamentous_mycelium","cleistothecium_(closed,_spherical)","closed","","","","","","cleistothecium_(closed,_spherical)","OTU785"
"OTU787","Fungi","Ascomycota","Eurotiomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU787"
"OTU791","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Sclerostagonospora","","","litter_saprotroph","plant_pathogen","","no_endophytic_capacity","leaf/fruit/seed_pathogen","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU791"
"OTU792","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid","OTU792"
"OTU793","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU793"
"OTU797","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Holocotylon","Holocotylon brandegeeanum","","soil_saprotroph","","","","","soil","","non-aquatic","","","filamentous_mycelium","gasteroid","closed","","","","","","gasteroid","OTU797"
"OTU801","Fungi","Ascomycota","Dothideomycetes","Myriangiales","","Phaeosclera","","","litter_saprotroph","","","","","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","","","","","","","","","OTU801"
"OTU805","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU805"
"OTU807","Fungi","Ascomycota","Sordariomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU807"
"OTU809","Fungi","Ascomycota","Sordariomycetes","Xylariales","Microdochiaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU809"
"OTU811","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU811"
"OTU812","Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales","Phaeococcomycetaceae","Phaeococcomyces","","","unspecified_saprotroph","","","","","","","non-aquatic","","","dimorphic_yeast","","","","","","","","","OTU812"
"OTU813","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Cistella","","","wood_saprotroph","litter_saprotroph","","foliar_endophyte","","wood,leaf/fruit/seed","","partly_freshwater_(partly_non-aquatic)","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","","","","apothecium_(hymenium_on_surface)","OTU813"
"OTU815","Fungi","Ascomycota","Sordariomycetes","Hypocreales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU815"
"OTU816","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus","","","unspecified_saprotroph","foliar_endophyte","hypervariable","foliar_endophyte","","leaf/fruit/seed,soil,dung,animal_material","","partly_aquatic","animal-associated/opportunistic_human_parasite","","yeast","","","","","","","","","OTU816"
"OTU817","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU817"
"OTU824","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon","","","litter_saprotroph","","","","","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","gasteroid","closed","","","","","","gasteroid","OTU824"
"OTU825","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Comoclathris","","","wood_saprotroph","","","no_endophytic_capacity","","wood","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU825"
"OTU827","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Parapyrenochaetaceae","Parapyrenochaeta","","","wood_saprotroph","","","no_endophytic_capacity","","wood","","non-aquatic","","","filamentous_mycelium","other","","","","","","","other","OTU827"
"OTU828","Fungi","Basidiomycota","Microbotryomycetes","","Chrysozymaceae","Fellozyma","","","soil_saprotroph","","","","","soil","","","","","yeast","none","none","","","","","","none","OTU828"
"OTU832","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU832"
"OTU833","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Boubovia","","","soil_saprotroph","foliar_endophyte","","foliar_endophyte","","leaf/fruit/seed,soil","","non-aquatic","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","","","","apothecium_(hymenium_on_surface)","OTU833"
"OTU834","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU834"
"OTU836","Fungi","Ascomycota","Leotiomycetes","Phacidiales","Phacidiaceae","Phacidium","","","plant_pathogen","foliar_endophyte","","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","","","","apothecium_(hymenium_on_surface)","OTU836"
